"ad_date","campaign_name","adset_name","spend","impressions","reach","clicks","leads","value","url_parameters"
2021-06-25,New items,Development,965,6237,6083,170,2,821,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-12-06,Wholesale,Clean,1565,1786,1540,6,0,1853,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-03-23,Expansion,Products,15018,10332,5591,11,2,13856,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-09-09,Electronics,Narrow,6872,81840,67733,325,6,7924,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-23,Wholesale,Interests,2904,3271,3622,54,4,4602,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-04-19,Expansion,Pretty,8473,6391,14330,427,2,10283,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-05-08,Electronics,Narrow,4625,23553,8344,172,3,6632,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-05,Wholesale,Wide,608,4861,1642,9,1,933,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-15,New items,Development,3599,22407,3447,346,6,5820,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-21,Expansion,Streaming,9967,24576,19009,204,4,9244,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2020-12-17,Discounts,True power,1002,1800,9206,198,0,1065,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-11-29,Wholesale,Wide,2146,5588,6365,44,0,2917,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-10-17,Crazy discounts,Improvement,1375,4422,5068,48,1,2048,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-15,Expansion,Top gear,270,143,130,0,0,337,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-10-16,Crazy discounts,Improvement,557,4739,3827,31,1,612,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-05-09,Hobbies,Tinkering,2773,21083,20019,155,5,3510,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-06-16,Promos,Parents,6258,7727,9135,59,3,6314,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-10,Electronics,Narrow,20913,72870,90820,209,3,16346,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-02,Hobbies,Slow,783,24119,48236,163,1,846,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-06-30,Wholesale,Starting up,0,1,1,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=startup
2022-04-24,Expansion,Pretty,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-06-19,New items,Development,4107,4161,2411,54,4,4777,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-07-01,Electronics,Narrow,9675,20821,20623,224,4,10313,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-28,Wholesale,Wide,378,3010,2061,5,1,345,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2020-12-29,Brand,Improved,374,921,1395,0,0,335,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2022-05-30,Expansion,Products,7012,30953,28672,55,4,9723,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-04-06,Hobbies,Slow,3283,26765,41561,239,6,3311,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-30,Hobbies,Tinkering,3700,21595,52946,149,7,3014,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-03-21,Expansion,Products,10289,1584,4165,48,3,11299,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-08-18,Crazy discounts,Improvement,1230,18514,9833,65,5,2028,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-06-11,Crazy discounts,Improvement,84,4621,7213,45,1,112,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-06-26,Crazy discounts,Improvement,442,17347,13629,216,1,297,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-03-31,Hobbies,Outdoors,881,11290,37237,250,9,1411,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-11-05,Expansion,Products,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-05-28,Expansion,Products,42523,5390,25806,121,1,69659,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2020-12-20,Discounts,True power,3383,5482,4626,319,1,3513,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-18,Crazy discounts,Improvement,2200,9353,3247,109,4,3106,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2020-12-26,Brand,Improved,1098,754,6248,3,0,1112,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2021-09-22,Electronics,Narrow,3665,21908,32591,175,4,2915,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-20,Wholesale,Interests,483,5560,3376,13,1,703,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-11-01,Wholesale,Wide,293,1184,2293,6,0,262,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-16,New items,Development,3752,17279,14974,213,5,2801,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-07-17,Wholesale,Wide,8163,20715,22615,24,3,12275,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-09-13,Promos,Parents,11383,15425,32249,62,2,9343,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-09,Wholesale,Wide,43,72,81,0,0,68,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-14,Wholesale,Wide,2210,5707,3606,11,1,2187,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-02,Hobbies,Slow,1846,26056,12583,46,6,1758,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-05-21,Electronics,Narrow,2623,3655,5066,64,1,3100,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-12,Crazy discounts,Improvement,747,9763,1859,194,0,770,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-11-26,Wholesale,Clean,1599,3463,3402,8,0,2363,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-12-16,Wholesale,Interests,656,2642,4949,20,0,1023,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-21,Promos,Parents,8476,4127,22093,245,1,7853,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-02,Electronics,Narrow,8787,32694,20867,124,4,5854,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-06-06,Expansion,Products,25188,14195,26626,135,1,36012,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-03-19,Expansion,Top gear,2341,668,1544,24,1,1940,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-11-26,Wholesale,Wide,2104,3239,2980,12,1,1475,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-26,Wholesale,Wide,2296,12112,10866,59,3,3539,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-05,Crazy discounts,Improvement,1528,7560,17889,192,6,1195,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-05-06,Promos,Parents,2396,2182,6064,34,1,2133,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-04,Wholesale,Interests,5807,7453,7687,93,1,4247,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-06-17,Electronics,Narrow,832,3269,4740,82,0,596,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-08,Wholesale,Wide,39,402,355,4,0,57,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-21,Wholesale,Wide,583,3122,2370,13,0,813,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-21,Promos,Parents,5584,13095,5375,30,1,4204,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-29,Hobbies,Quick,1069,12828,10706,53,1,1722,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-27,Hobbies,Slow,3806,9840,10196,200,3,3715,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-03-22,Expansion,Pretty,11445,2411,1625,199,3,9021,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-09-07,Wholesale,Interests,1525,11798,6346,43,3,2113,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-07-15,Electronics,Narrow,15128,73380,33888,262,5,22417,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-11,New items,Presents,1179,4710,2428,109,1,1275,utm_source=google&utm_mediun=cpc&utm_campaign=presents
2021-11-23,Wholesale,Interests,1165,1249,1259,14,0,1500,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-06-11,Hobbies,Business,3465,18676,3152,42,1,3636,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-14,Expansion,Streaming,15640,9408,9076,146,3,10293,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-04-23,Electronics,Narrow,5111,26342,31821,65,2,3797,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-01,Wholesale,Interests,1494,657,3365,13,0,1526,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-08-15,Wholesale,Interests,11152,18999,36545,128,3,17717,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-08,Wholesale,Clean,2951,4862,5720,16,4,3135,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-05,Hobbies,Outdoors,11166,44968,55129,198,9,7902,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-01-07,Discounts,True power,6750,83285,25063,1526,29,6495,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-04-28,Electronics,Narrow,5422,42275,5693,59,2,4154,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-28,New items,Development,5794,18475,13065,174,7,5217,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-08-08,Wholesale,Interests,5780,25688,21571,91,1,7567,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-10-20,Wholesale,Interests,476,5880,1108,3,1,369,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-07-04,Wholesale,Wide,6278,5786,1072,19,2,7918,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-05,Expansion,Top gear,1593,869,826,13,0,1659,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-10-17,Electronics,Narrow,6221,29798,17378,224,6,9206,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-30,Wholesale,Interests,2768,4158,18975,200,7,3704,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-08-04,Crazy discounts,Improvement,2369,22668,13101,343,6,2271,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-10-31,Wholesale,Wide,1229,2457,3102,11,0,1308,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-02-15,Discounts,True power,1158,8654,8336,59,5,1501,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-11-07,Wholesale,Clean,3388,4452,6350,46,2,5532,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2020-12-23,Discounts,True power,548,5361,1452,62,3,625,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-10,Wholesale,Wide,1590,1957,3833,19,0,1841,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-12,New items,Presents,696,2391,2496,11,0,850,utm_source=google&utm_mediun=cpc&utm_campaign=presents
2021-10-01,Wholesale,Wide,50,37,33,0,0,56,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-05-11,Electronics,Narrow,4389,6261,12566,271,6,4003,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-21,Electronics,Narrow,3299,10965,2984,65,1,2321,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-08,Promos,Parents,9429,22382,20152,128,0,11544,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-10,Wholesale,Clean,3987,4290,2966,25,1,2945,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-06-23,Hobbies,Tinkering,1050,48185,37230,184,5,719,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-06-07,Expansion,Products,42369,27146,17573,104,3,31972,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-06-25,Hobbies,Unlimited,2557,26560,14368,107,3,2192,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-17,Expansion,Products,7731,21574,21480,69,0,11331,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-01-06,Brand,Improved,2,95,51,0,0,3,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2021-12-25,Wholesale,Interests,1605,3468,3144,12,0,1731,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-11-30,Wholesale,Wide,1135,3852,1876,7,1,950,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-06-18,New items,Development,1070,18453,4088,148,1,734,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-11-10,Wholesale,Wide,1125,869,3203,19,1,1420,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-12-11,Wholesale,Clean,1703,2553,3094,13,1,1860,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-10-09,Wholesale,Interests,4097,4044,4330,31,0,5433,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-08-02,Promos,Parents,3599,14347,11075,52,2,3896,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-07,Expansion,Products,5440,13609,9484,131,5,6325,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-12-17,Wholesale,Interests,905,3327,3238,14,1,1442,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-07-02,Promos,Parents,2959,28311,28363,184,2,3349,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-24,Wholesale,Interests,394,3176,4531,27,1,256,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-08-04,Wholesale,Interests,7356,4258,5152,184,0,6696,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-08-28,Crazy discounts,Improvement,2972,5914,9288,250,5,2758,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-30,Wholesale,Wide,49,34,13,0,0,81,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-10-17,Wholesale,Interests,1018,3110,1767,7,0,1599,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-05-29,Hobbies,Abstract,2059,17051,17791,35,1,1582,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-07-11,Expansion,Products,8565,5476,8407,39,0,6515,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-04-11,Hobbies,Slow,579,45185,25681,190,4,509,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-06-22,Hobbies,Tinkering,6603,31359,19135,29,1,8855,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-06-14,Crazy discounts,Improvement,1616,6904,1125,199,2,2158,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-10-21,Crazy discounts,Improvement,236,1935,4196,34,1,380,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-05-13,New items,Development,2360,3918,5813,108,0,1853,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-11-04,Wholesale,Clean,2160,1982,2408,14,0,3128,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-09-14,Wholesale,Interests,3694,2528,3516,33,3,3552,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-07-01,Wholesale,Wide,99,560,469,2,0,134,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-09-03,Wholesale,Clean,1312,2760,840,14,1,1219,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-06-09,New items,Development,1093,9208,1473,220,0,1063,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-25,Wholesale,Interests,2922,5542,4728,30,0,3869,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-02-25,Discounts,True power,1479,9576,9023,23,2,1710,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-05,Wholesale,Wide,10,21,13,0,0,15,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-11-09,Wholesale,Interests,555,493,1374,2,1,761,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-02-12,Discounts,True power,1570,3492,795,21,1,1603,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-21,Promos,Parents,5453,5082,9170,193,0,7125,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-11-28,Wholesale,Wide,943,1987,1307,31,0,638,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-26,Hobbies,Tinkering,6147,19678,17279,96,0,9810,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-10-18,Crazy discounts,Improvement,1158,5541,1626,39,0,1766,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-07,Wholesale,Wide,954,386,1459,8,0,1183,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-13,Crazy discounts,Improvement,1928,17543,17065,82,5,1684,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-06-29,Wholesale,Wide,1183,1705,1017,10,1,1223,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-07-01,Expansion,Products,55589,27205,25214,84,1,70210,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-07-05,New items,Presents,1459,1853,1909,84,2,1839,utm_source=google&utm_mediun=cpc&utm_campaign=presents
2022-03-31,Expansion,Streaming,35223,37534,40414,619,12,24162,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-06-24,Crazy discounts,Improvement,1907,6216,4232,101,4,2509,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-06-15,Expansion,Products,18067,20039,22046,66,3,17597,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-11-03,Wholesale,Interests,1324,1333,2046,11,0,949,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-05-18,Hobbies,Outdoors,2014,21300,50144,289,6,1472,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-10-25,Crazy discounts,Improvement,313,1404,381,11,0,470,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-06-22,New items,Development,2601,2845,3835,105,3,2676,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-05-27,Hobbies,Outdoors,5411,41429,27337,63,2,8492,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-01-12,Brand,Improved,297,1015,1375,4,0,473,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2021-07-12,Electronics,Narrow,6792,81527,31618,709,3,6741,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-15,Expansion,Pretty,21599,18866,15914,390,3,34851,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2020-11-13,Discounts,True power,1054,6449,4682,108,9,1357,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-11-01,Wholesale,Interests,2702,811,5723,36,1,2371,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-08-15,Electronics,Narrow,26805,33818,63089,369,11,41080,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-11,Hobbies,Tinkering,4123,32763,28697,104,1,5306,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-26,Expansion,Products,9695,19587,13386,28,0,15014,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-06-18,Wholesale,Starting up,4671,12901,6143,216,1,6693,utm_source=google&utm_mediun=cpc&utm_campaign=startup
2021-07-24,Electronics,Narrow,14525,33094,64572,551,8,10936,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-01,Expansion,Unknown,3081,13157,9350,133,0,5068,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-07-05,New items,Development,1640,10372,5031,105,2,2105,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-07-28,Wholesale,Interests,3451,19365,19305,96,2,4065,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-05-21,Hobbies,Quick,1775,18240,18530,10,2,2131,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-31,New items,Development,2068,13689,8884,36,2,2874,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-07-17,New items,Development,3567,7649,12943,124,3,4605,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-10-01,Electronics,Narrow,20800,28464,23208,59,5,17464,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2020-11-28,Discounts,True power,422,3829,1779,129,0,523,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-05-02,Electronics,Narrow,14829,13369,27461,194,8,23858,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-03,Electronics,Narrow,11407,31924,14236,133,6,16191,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-02-14,Discounts,True power,1974,2776,7245,126,3,3246,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-11-15,Wholesale,Interests,952,544,1789,7,0,646,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2020-12-26,Brand,Travel,420,6200,3061,2,0,325,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2021-06-07,Electronics,Narrow,1891,4706,5751,77,1,1784,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-02-05,Discounts,True power,1286,9265,5596,183,2,1244,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-24,Wholesale,Interests,775,4296,1978,15,2,1272,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-01-05,Wholesale,Clean,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-22,Wholesale,Interests,5469,17081,15979,94,2,4166,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-10-12,Crazy discounts,Improvement,1252,5415,4971,19,1,1172,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-07-10,Wholesale,Wide,7930,6221,6473,73,5,8247,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-27,Hobbies,Specific,1055,8739,8599,45,0,741,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-11-25,Wholesale,Clean,799,794,520,5,1,1069,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-04,Expansion,Products,13607,2679,10019,14,2,12650,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-10-10,Electronics,Narrow,2715,67161,52530,163,6,2366,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-16,Hobbies,Tinkering,1815,33144,23941,164,6,2363,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-24,Hobbies,Slow,1549,9242,15241,116,1,2103,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-06-14,Promos,Parents,2929,6994,2793,67,1,2306,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-23,Expansion,Unknown,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-05-26,Electronics,Narrow,2233,1140,7077,78,2,2107,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-21,Electronics,Narrow,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-15,Wholesale,Wide,1403,2075,483,10,0,1390,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-14,Wholesale,Wide,12158,6874,3033,40,2,19043,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-19,Expansion,Streaming,83875,47675,55182,538,4,124927,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-06-21,Expansion,Products,34665,17181,11768,60,4,31834,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-05-15,Promos,Parents,1670,7374,8499,59,2,2626,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-27,Expansion,Products,4549,13840,6348,72,4,7068,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-04-17,Hobbies,Slow,4532,45574,30360,184,5,3941,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-05-12,New items,Development,554,2227,2736,84,2,385,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-06,Wholesale,Interests,3166,5195,1930,48,1,4571,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-07-16,Crazy discounts,Improvement,705,16821,23176,230,1,966,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-19,Expansion,Top gear,806,229,296,2,0,630,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-05-07,Electronics,Narrow,6218,50408,18231,124,6,4058,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-15,Expansion,Unknown,26993,14397,14718,81,0,37032,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-11-23,Wholesale,Clean,423,3047,3139,18,0,672,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-29,Wholesale,Wide,2585,2483,4984,37,0,3650,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-05-21,Promos,Parents,1187,4852,3541,31,0,1719,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-15,Hobbies,Outdoors,1871,33539,24236,279,6,2549,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-08-07,Wholesale,Interests,8642,16977,16307,171,5,13009,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-10-25,Wholesale,Wide,1260,1067,358,17,1,1496,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-14,Hobbies,Slow,1118,25547,22868,45,0,828,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-23,Hobbies,Tinkering,4124,26483,11761,229,7,5186,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-08-19,Wholesale,Interests,7226,22136,26005,95,4,7067,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-03-21,Expansion,Unknown,10333,4191,2113,73,2,8809,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-12-22,Wholesale,Wide,2827,5717,3698,15,1,3240,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-08,Promos,Parents,2889,15785,7723,19,3,3798,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-24,Wholesale,Wide,1425,1039,2235,20,0,1062,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-10-26,Wholesale,Interests,1331,4327,3689,9,1,1997,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-05-28,Hobbies,Specific,2847,6346,2591,35,2,3768,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-26,Expansion,Products,38077,19526,12108,134,0,35493,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-05-31,Hobbies,Outdoors,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-12-16,Wholesale,Wide,1952,5264,6293,20,2,1325,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-07-07,Hobbies,Unlimited,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-25,Hobbies,Tinkering,3043,10349,14686,50,2,4766,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-29,Electronics,Narrow,17201,59838,9599,324,1,14485,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-01,Wholesale,Interests,3239,2179,3760,116,3,4305,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
